id,url
MBAETZ-SHOES - INT,http://www.mbaetz.com
melijoe.com,http://www.melijoe.com
Men's USA,http://www.mensusa.com
Merry People,https://us.merrypeople.com/
Metalshop Europe,https://www.metalshop.cz/
Michael Kors,http://www.MichaelKors.com
Michele Watches,http://www.Michele.com
Milanoo,https://www.milanoo.com/
Minnetonka Moccasin,http://www.minnetonkamoccasin.com
Moda Operandi,http://www.ModaOperandi.com
ModCloth,https://www.modcloth.com
Modest Catwalk,https://www.modestcatwalk.com/en/
Modlily.com,https://www.modlily.com/
Monnier Frères US & ROW,http://monnierfreres.com/
Moschino,http://www.moschino.com
MRP.com,http://www.mrp.com
Muck Boot US,http://www.muckbootcompany.com
MYKA,https://www.myka.com/
MyPoints,https://www.mypoints.com/
mytheresa - DACH,http://www.mytheresa.com/de-de/
Mytheresa - FR,http://www.mytheresa.com/
Mytheresa - International,http://www.mytheresa.com
Mytheresa - IT,http://www.mytheresa.com
Mytheresa US/CA,http://www.mytheresa.com
NAKED,https://www.nakedcph.com/
Nanushka,https://www.nanushka.com/
Nap Loungewear,http://www.naploungewear.com
NastyGal,https://www.nastygal.com
Neon Buddha,https://neonbuddha.com/
Netaya.com,http://www.netaya.com
New York & Company,http://www.nyandcompany.com
Newchic,http://www.newchic.com
Nick's Handmade Boots,http://nicksboots.com
Nickis INT + USA,http://www.nickis.com/
NIKE,http://www.nike.com
Nili Lotan,https://www.nililotan.com
Nine West,http://www.ninewest.com
Norrona Sport,https://www.norrona.com
North & Main Clothing Company,https://www.northandmainclothingco.com/
Nudie Jeans Co,https://www.nudiejeans.com/
Nugnes INT,https://nugnes1920.com/
Nurse Mates,https://www.nursemates.com/
Oakley,http://www.oakley.com
Oakley Standard Issue,http://www.oakleysi.com
Objekts,https://objektsstore.com/
OEYES,https://www.oeyes.com/
Officine Generale Global,https://www.officinegenerale.com
OLUXURY INT,https://www.oluxury.com/
OnBuy.com,https://www.onbuy.com
OneStopPlus.com,http://www.FullBeauty.com
OpenSky,https://www.opensky.com/
Orelia London,https://www.orelia.co.uk/
Organic Basics USD,https://organicbasics.com/
Osuga,http://www.osuga.com
Overland Sheepskin Co.,http://www.overland.com
Overstock.com,http://www.overstock.com/
PacSun,http://www.pacsun.com
Pam & Gela,http://www.pamandgela.com
Panda Hall,http://www.pandahall.com
PandaHall,http://www.pandahall.com/
PatPat,http://www.patpat.com
Peejamas,http://www.peejamas.com
Peoples,https://www.peoplesjewellers.com/
Perry Ellis,http://www.perryellis.com
Persol USA/CA,https://www.persol.com/usa
PicturesOnGold.com,http://www.picturesongold.com
Piercing Pagoda,https://www.pagoda.com/
PIKOLINOS USD,http://www.pikolinos.com
Pixie Market,http://www.pixiemarket.com
Polène Paris Global,http://www.polene-paris.com/
Potpourri Group,http://www.potpourrigroup.com
prAna,https://www.prana.com/
Printfresh,http://printfresh.com
Prism Boutique,https://www.prismboutique.com/
Quay Australia,http://www.quayaustralia.com
Rachel Riley,https://www.rachelriley.com/
Rack Room Shoes,https://www.rackroomshoes.com
Rainbow Shops,https://www.rainbowshops.com
Rally House,https://www.rallyhouse.com
Ray-Ban,http://www.ray-ban.com/usa
Rebag,https://rebag.com
Recreo San Miguel,https://recreosanmiguel.com
Red Dress,https://www.reddress.com/
Reeds Jewelers,http://www.reeds.com
RefrigiWear,https://www.refrigiwear.com/
RetailMeNot Deal Finder,https://www.retailmenot.com/dealfinder
REVOLVE,http://www.REVOLVE.com
Rhoback,https://rhoback.com
Rhonda Shear Intimates,https://rhondashear.com/
Richmond & Finch,http://richmondfinch.com
Roaman's,http://www.Roamans.com
Robert Graham,http://www.robertgraham.us/
ROBERTWAYNE,http://www.robertwayne.com
Rocket Dog,http://www.rocketdog.com
Rockport,http://www.rockport.com
Roger Vivier US,http://www.rogervivier.com/en-us/
RoleCosplay,https://www.rolecosplay.com/
Ron Dorff Global,https://www.rondorff.com/
Rosewe,http://www.rosewe.com/
Rosie Daze,https://rosiedaze.com/
Ross-Simons,http://www.ross-simons.com
Safe & Chic,https://www.safeandchic.com/
SageFinds,https://www.sagefinds.com/
Sand Cloud,http://www.sandcloud.com
Savage x Fenty - North America,http://www.savagex.com
SAXX Underwear US,http://www.saxxunderwear.com
Schweitzer Linen,https://schweitzerlinen.com
Seavenger,https://seavenger.com
Seezona,https://www.seezona.com
Seiko USA,https://seikousa.com
Seymayka,https://www.seymayka.com/
Sh*t That I Knit,https://shitthatiknit.com
SHEIN,https://www.SHEIN.com
Shipito,http://www.shipito.com
Shoe Carnival,https://www.shoecarnival.com
SHOEBACCA.com,http://www.SHOEBACCA.com
ShoeDazzle,http://www.shoedazzle.com
Shoeline.com,http://www.shoeline.com
Shoes for All,https://www.ShoesforAll.com
Shooos COM,https://www.shooos.cz/
Shophopes,https://www.shophopes.com
ShopHQ,https://www.shophq.com/
ShopWorn,http://www.shopworn.com
ShopWSS,http://www.ShopWSS.com
SikSilk,http://www.siksilkusa.com
Silk Maison,http://www.silkmaison.com
Silkies,http://www.silkies.com
SilverRushStyle,http://www.silverrushstyle.com
Simple Wishes,https://simplewishes.com/
Skagen,http://www.skagen.com
Smocked Auctions,http://www.smockedauctions.com
Sneakersnstuff,http://www.sneakersnstuff.com/
Sneaky Vaunt,https://sneakyvaunt.com/
Sofft Shoe,http://www.sofftshoe.com
Soma Intimates,http://www.soma.com
Sorel,http://www.sorel.com
Sorrelli Jewelry,https://www.sorrelli.com
Spark*l,http://www.sparklbands.com
Spreeglee,https://spreeglee.com/
SSENSE,http://www.ssense.com
Stance,https://www.stance.com
State Cashmere,https://statecashmere.com
Stein Mart,http://www.steinmart.com
Storenvy,http://www.storenvy.com
Stride Rite,http://www.StrideRite.com
Stuhrling Original,https://www.stuhrling.com/
Suitnegozi INT,https://suitnegozi.com
Sullen Clothing,https://www.sullenclothing.com/
Sunnei,https://sunnei.it/
Superdown,http://www.superdown.com
SuperJeweler,http://www.superjeweler.com
SVMoscow,https://svmoscow.com/
Swap.com,https://www.swap.com/
Swedish Hasbeens,http://www.swedishhasbeens.com
Swimsuitsforall.com,https://www.swimsuitsforall.com/
Tabu,https://www.heytabu.com/
Taylor & Hart,https://taylorandhart.com/
Team RAR,http://www.teamrar.com
Tessabit.com,https://www.tessabit.com
The CloseOut.com,https://thecloseout.com
The List,https://gothelist.com
The Luxury Closet,https://theluxurycloset.com
The Mountain,https://themountain.com
The Pearl Source,http://www.thepearlsource.com
The Sak,https://www.thesak.com
The Tie Bar,http://www.thetiebar.com
The Tight Spot,http://thetightspot.com/
The Tight Spot USA,https://www.thetightspot.com/
The Tiny Tassel,https://thetinytassel.com
The Walking Company,http://www.thewalkingcompany.com
Thedoublef,http://www.thedoublef.com
Theo+George,https://theoandgeorge.com/
Thorlos Socks,https://thorlo.com/
TJ Maxx,http://tjmaxx.tjx.com/store/index.jsp
Tod's US,http://store.tods.com
Todd Snyder,https://www.toddsnyder.com
Tommy Bahama,http://www.tommybahama.com
Tote&Carry Affiliate Program,https://www.totencarry.com/
Toteme,https://toteme-studio.com/
Trench London,https://trenchlondon.com
Trina Turk,https://www.trinaturk.com
Triwa,http://www.triwa.com
True Vintage,http://truevintage.com
TV Store Online,http://www.tvstoreonline.com/?usource=cj
UKLG_FatFace,https://www.fatface.com/
Ulla Popken,http://www.ullapopken.com/
UnbeatableSale.com,http://www.unbeatablesale.com
Uncrate,https://uncrate.com/supply/
UpWest,https://upwest.com
Vagabond,https://www.vagabond.com/
Vanity Fair Lingerie,https://www.vanityfairlingerie.com/
Varley UK,https://uk.varley.com/
Varley USA,http://www.varley.com
VENUS,https://www.venus.com/
Vestiaire Collective,https://vestiairecollective.com/
Vintage Boho,http://www.vintagebohobags.com
Vivaia INT,https://www.vivaiacollection.com/
VKTRY Gear,https://vktrygear.com/
VogueWigs.com,http://www.voguewigs.com
Warp + Weft,https://warpweftworld.com/
Watch Station,https://www.watchstation.com/en-us/
Watchmaxx,https://www.watchmaxx.com/
Watchshopping.com,http://www.watchshopping.com
White House Black Market,https://www.whitehouseblackmarket.com
Wolford,http://wolfordshop.com
Woman Within,http://www.womanwithin.com
WoPatt,https://www.wopatt.com/
WWE,http://shop.wwe.com/
XCVI,http://www.xcvi.com
Xtratuf,http://www.xtratuf.com
Yankee Kicks,https://store.yankeekicks.com/
Yoins - Women's Clothing,http://www.yoins.com
Yourwatch.com,https://yourwatch.com/
YY Nation,https://yynation.com
Zaful,http://www.zaful.com/
Zales,https://www.zales.com/
Zappos.com,http://www.zappos.com/
Zeal Optics Sunglasses & Goggles,https://www.zealoptics.com/
Zodiac Watches,https://www.zodiacwatches.com/
